time_ns,d0_uart,d1_refclk
1870000,0,1
1871000,0,1
1872000,1,0
1873000,1,0
1874000,1,0
1875000,1,1
1876000,1,1
1877000,1,1
1878000,1,0
1879000,1,0
1880000,1,0
1881000,1,1
1882000,1,1
1883000,1,1
1884000,1,0
1885000,1,0
1886000,1,0
1887000,1,1
1888000,0,1
1889000,0,1
1890000,0,0
1891000,0,0
1892000,0,0
1893000,0,1
1894000,0,1
1895000,0,1
1896000,1,0
1897000,1,0
1898000,1,0
1899000,1,1
1900000,1,1
1901000,1,1
1902000,1,0
1903000,1,0
1904000,1,0
1905000,1,1
1906000,1,1
1907000,1,1
1908000,1,0
1909000,1,0
1910000,1,0
1911000,1,1
1912000,1,1
1913000,1,1
1914000,1,0
1915000,1,0
1916000,1,0
1917000,1,1
1918000,1,1
1919000,1,1
1920000,0,0
1921000,0,0
1922000,0,0
1923000,0,1
1924000,0,1
1925000,0,1
1926000,0,0
1927000,0,0
1928000,1,0
1929000,1,1
1930000,1,1
1931000,1,1
1932000,1,0
1933000,1,0
1934000,1,0
1935000,1,1
1936000,0,1
1937000,0,1
1938000,0,0
1939000,0,0
1940000,0,0
1941000,0,1
1942000,0,1
1943000,0,1
1944000,0,0
1945000,0,0
1946000,0,0
1947000,0,1
1948000,0,1
1949000,0,1
1950000,0,0
1951000,0,0
1952000,1,0
1953000,1,1
1954000,1,1
1955000,1,1
1956000,1,0
1957000,1,0
1958000,1,0
1959000,1,1
1960000,0,1
1961000,0,1
1962000,0,0
1963000,0,0
1964000,0,0
1965000,0,1
1966000,0,1
1967000,0,1
1968000,1,0
1969000,1,0
1970000,1,0
1971000,1,1
1972000,1,1
1973000,1,1
1974000,1,0
1975000,1,0
1976000,1,0
1977000,1,1
1978000,1,1
1979000,1,1
1980000,1,0
1981000,1,0
1982000,1,0
1983000,1,1
1984000,0,1
1985000,0,1
1986000,0,0
1987000,0,0
1988000,0,0
1989000,0,1
1990000,0,1
1991000,0,1
1992000,1,0
1993000,1,0
1994000,1,0
1995000,1,1
1996000,1,1
1997000,1,1
1998000,1,0
1999000,1,0
2000000,1,0
2001000,1,1
2002000,1,1
2003000,1,1
2004000,1,0
2005000,1,0
2006000,1,0
2007000,1,1
2008000,1,1
2009000,1,1
2010000,1,0
2011000,1,0
2012000,1,0
2013000,1,1
2014000,1,1
2015000,1,1
2016000,0,0
2017000,0,0
2018000,0,0
2019000,0,1
2020000,0,1
2021000,0,1
2022000,0,0
2023000,0,0
2024000,0,0
2025000,0,1
2026000,0,1
2027000,0,1
2028000,0,0
2029000,0,0
2030000,0,0
2031000,0,1
2032000,1,1
2033000,1,1
2034000,1,0
2035000,1,0
2036000,1,0
2037000,1,1
2038000,1,1
2039000,1,1
2040000,0,0
2041000,0,0
2042000,0,0
2043000,0,1
2044000,0,1
2045000,0,1
2046000,0,0
2047000,0,0
2048000,0,0
2049000,0,1
2050000,0,1
2051000,0,1
2052000,0,0
2053000,0,0
2054000,0,0
2055000,0,1
2056000,1,1
2057000,1,1
2058000,1,0
2059000,1,0
2060000,1,0
2061000,1,1
2062000,1,1
2063000,1,1
2064000,1,0
2065000,1,0
2066000,1,0
2067000,1,1
2068000,1,1
2069000,1,1
2070000,1,0
2071000,1,0
2072000,1,0
2073000,1,1
2074000,1,1
2075000,1,1
2076000,1,0
2077000,1,0
2078000,1,0
2079000,1,1
2080000,0,1
2081000,0,1
2082000,0,0
2083000,0,0
2084000,0,0
2085000,0,1
2086000,0,1
2087000,0,1
2088000,1,0
2089000,1,0
2090000,1,0
2091000,1,1
2092000,1,1
2093000,1,1
2094000,1,0
2095000,1,0
2096000,1,0
2097000,1,1
2098000,1,1
2099000,1,1
2100000,1,0
2101000,1,0
2102000,1,0
2103000,1,1
2104000,1,1
2105000,1,1
2106000,1,0
2107000,1,0
2108000,1,0
2109000,1,1
2110000,1,1
2111000,1,1
2112000,0,0
2113000,0,0
2114000,0,0
2115000,0,1
2116000,0,1
2117000,0,1
2118000,0,0
2119000,0,0
2120000,1,0
2121000,1,1
2122000,1,1
2123000,1,1
2124000,1,0
2125000,1,0
2126000,1,0
2127000,1,1
2128000,1,1
2129000,1,1
2130000,1,0
2131000,1,0
2132000,1,0
2133000,1,1
2134000,1,1
2135000,1,1
2136000,0,0
2137000,0,0
2138000,0,0
2139000,0,1
2140000,0,1
2141000,0,1
2142000,0,0
2143000,0,0
2144000,0,0
2145000,0,1
2146000,0,1
2147000,0,1
2148000,0,0
2149000,0,0
2150000,0,0
2151000,0,1
2152000,1,1
2153000,1,1
2154000,1,0
2155000,1,0
2156000,1,0
2157000,1,1
2158000,1,1
2159000,1,1
2160000,1,0
2161000,1,0
2162000,1,0
2163000,1,1
2164000,1,1
2165000,1,1
2166000,1,0
2167000,1,0
2168000,1,0
2169000,1,1
2170000,1,1
2171000,1,1
2172000,1,0
2173000,1,0
2174000,1,0
2175000,1,1
2176000,0,1
2177000,0,1
2178000,0,0
2179000,0,0
2180000,0,0
2181000,0,1
2182000,0,1
2183000,0,1
2184000,1,0
2185000,1,0
2186000,1,0
2187000,1,1
2188000,1,1
2189000,1,1
2190000,1,0
2191000,1,0
2192000,1,0
2193000,1,1
2194000,1,1
2195000,1,1
2196000,1,0
2197000,1,0
2198000,1,0
2199000,1,1
2200000,1,1
2201000,1,1
2202000,1,0
2203000,1,0
2204000,1,0
2205000,1,1
2206000,1,1
2207000,1,1
2208000,0,0
2209000,0,0
2210000,0,0
2211000,0,1
2212000,0,1
2213000,0,1
2214000,0,0
2215000,0,0
2216000,0,0
2217000,0,1
2218000,0,1
2219000,0,1
2220000,0,0
2221000,0,0
2222000,0,0
2223000,0,1
2224000,0,1
2225000,0,1
2226000,0,0
2227000,0,0
2228000,0,0
2229000,0,1
2230000,0,1
2231000,0,1
2232000,1,0
2233000,1,0
2234000,1,0
2235000,1,1
2236000,1,1
2237000,1,1
2238000,1,0
2239000,1,0
2240000,0,0
2241000,0,1
2242000,0,1
2243000,0,1
2244000,0,0
2245000,0,0
2246000,0,0
2247000,0,1
2248000,1,1
2249000,1,1
2250000,1,0
2251000,1,0
2252000,1,0
2253000,1,1
2254000,1,1
2255000,1,1
2256000,1,0
2257000,1,0
2258000,1,0
2259000,1,1
2260000,1,1
2261000,1,1
2262000,1,0
2263000,1,0
2264000,1,0
2265000,1,1
2266000,1,1
2267000,1,1
2268000,1,0
2269000,1,0
2270000,1,0
2271000,1,1
2272000,0,1
2273000,0,1
2274000,0,0
2275000,0,0
2276000,0,0
2277000,0,1
2278000,0,1
2279000,0,1
2280000,1,0
2281000,1,0
2282000,1,0
2283000,1,1
2284000,1,1
2285000,1,1
2286000,1,0
2287000,1,0
2288000,1,0
2289000,1,1
2290000,1,1
2291000,1,1
2292000,1,0
2293000,1,0
2294000,1,0
2295000,1,1
2296000,1,1
2297000,1,1
2298000,1,0
2299000,1,0
2300000,1,0
2301000,1,1
2302000,1,1
2303000,1,1
2304000,0,0
2305000,0,0
2306000,0,0
2307000,0,1
2308000,0,1
2309000,0,1
2310000,0,0
2311000,0,0
2312000,1,0
2313000,1,1
2314000,1,1
2315000,1,1
2316000,1,0
2317000,1,0
2318000,1,0
2319000,1,1
2320000,1,1
2321000,1,1
2322000,1,0
2323000,1,0
2324000,1,0
2325000,1,1
2326000,1,1
2327000,1,1
2328000,1,0
2329000,1,0
2330000,1,0
2331000,1,1
2332000,1,1
2333000,1,1
2334000,1,0
2335000,1,0
2336000,1,0
2337000,1,1
2338000,1,1
2339000,1,1
2340000,1,0
2341000,1,0
2342000,1,0
2343000,1,1
2344000,1,1
2345000,1,1
2346000,1,0
2347000,1,0
2348000,1,0
2349000,1,1
2350000,1,1
2351000,1,1
2352000,0,0
2353000,0,0
2354000,0,0
2355000,0,1
2356000,0,1
2357000,0,1
2358000,0,0
2359000,0,0
2360000,1,0
2361000,1,1
2362000,1,1
2363000,1,1
2364000,1,0
2365000,1,0
2366000,1,0
2367000,1,1
2368000,0,1
2369000,0,1
2370000,0,0
2371000,0,0
2372000,0,0
2373000,0,1
2374000,0,1
2375000,0,1
2376000,1,0
2377000,1,0
2378000,1,0
2379000,1,1
2380000,1,1
2381000,1,1
2382000,1,0
2383000,1,0
2384000,1,0
2385000,1,1
2386000,1,1
2387000,1,1
2388000,1,0
2389000,1,0
2390000,1,0
2391000,1,1
2392000,1,1
2393000,1,1
2394000,1,0
2395000,1,0
2396000,1,0
2397000,1,1
2398000,1,1
2399000,1,1
2400000,0,0
2401000,0,0
2402000,0,0
2403000,0,1
2404000,0,1
2405000,0,1
2406000,0,0
2407000,0,0
2408000,1,0
2409000,1,1
2410000,1,1
2411000,1,1
2412000,1,0
2413000,1,0
2414000,1,0
2415000,1,1
2416000,0,1
2417000,0,1
2418000,0,0
2419000,0,0
2420000,0,0
2421000,0,1
2422000,0,1
2423000,0,1
2424000,0,0
2425000,0,0
2426000,0,0
2427000,0,1
2428000,0,1
2429000,0,1
2430000,0,0
2431000,0,0
2432000,0,0
2433000,0,1
2434000,0,1
2435000,0,1
2436000,0,0
2437000,0,0
2438000,0,0
2439000,0,1
2440000,1,1
2441000,1,1
2442000,1,0
2443000,1,0
2444000,1,0
2445000,1,1
2446000,1,1
2447000,1,1
2448000,1,0
2449000,1,0
2450000,1,0
2451000,1,1
2452000,1,1
2453000,1,1
2454000,1,0
2455000,1,0
2456000,0,0
2457000,0,1
2458000,0,1
2459000,0,1
2460000,0,0
2461000,0,0
2462000,0,0
2463000,0,1
2464000,0,1
2465000,0,1
2466000,0,0
2467000,0,0
2468000,0,0
2469000,0,1
2470000,0,1
2471000,0,1
2472000,1,0
2473000,1,0
2474000,1,0
2475000,1,1
2476000,1,1
2477000,1,1
2478000,1,0
2479000,1,0
2480000,1,0
2481000,1,1
2482000,1,1
2483000,1,1
2484000,1,0
2485000,1,0
2486000,1,0
2487000,1,1
2488000,1,1
2489000,1,1
2490000,1,0
2491000,1,0
2492000,1,0
2493000,1,1
2494000,1,1
2495000,1,1
2496000,0,0
2497000,0,0
2498000,0,0
2499000,0,1
2500000,0,1
2501000,0,1
2502000,0,0
2503000,0,0
2504000,0,0
2505000,0,1
2506000,0,1
2507000,0,1
2508000,0,0
2509000,0,0
2510000,0,0
2511000,0,1
2512000,1,1
2513000,1,1
2514000,1,0
2515000,1,0
2516000,1,0
2517000,1,1
2518000,1,1
2519000,1,1
2520000,0,0
2521000,0,0
2522000,0,0
2523000,0,1
2524000,0,1
2525000,0,1
2526000,0,0
2527000,0,0
2528000,0,0
2529000,0,1
2530000,0,1
2531000,0,1
2532000,0,0
2533000,0,0
2534000,0,0
2535000,0,1
2536000,1,1
2537000,1,1
2538000,1,0
2539000,1,0
2540000,1,0
2541000,1,1
2542000,1,1
2543000,1,1
2544000,1,0
2545000,1,0
2546000,1,0
2547000,1,1
2548000,1,1
2549000,1,1
2550000,1,0
2551000,1,0
2552000,0,0
2553000,0,1
2554000,0,1
2555000,0,1
2556000,0,0
2557000,0,0
2558000,0,0
2559000,0,1
2560000,0,1
2561000,0,1
2562000,0,0
2563000,0,0
2564000,0,0
2565000,0,1
2566000,0,1
2567000,0,1
2568000,1,0
2569000,1,0
2570000,1,0
2571000,1,1
2572000,1,1
2573000,1,1
2574000,1,0
2575000,1,0
2576000,1,0
2577000,1,1
2578000,1,1
2579000,1,1
2580000,1,0
2581000,1,0
2582000,1,0
2583000,1,1
2584000,1,1
2585000,1,1
2586000,1,0
2587000,1,0
2588000,1,0
2589000,1,1
2590000,1,1
2591000,1,1
2592000,0,0
2593000,0,0
2594000,0,0
2595000,0,1
2596000,0,1
2597000,0,1
2598000,0,0
2599000,0,0
2600000,1,0
2601000,1,1
2602000,1,1
2603000,1,1
2604000,1,0
2605000,1,0
2606000,1,0
2607000,1,1
2608000,0,1
2609000,0,1
2610000,0,0
2611000,0,0
2612000,0,0
2613000,0,1
2614000,0,1
2615000,0,1
2616000,1,0
2617000,1,0
2618000,1,0
2619000,1,1
2620000,1,1
2621000,1,1
2622000,1,0
2623000,1,0
2624000,0,0
2625000,0,1
2626000,0,1
2627000,0,1
2628000,0,0
2629000,0,0
2630000,0,0
2631000,0,1
2632000,1,1
2633000,1,1
2634000,1,0
2635000,1,0
2636000,1,0
2637000,1,1
2638000,1,1
2639000,1,1
2640000,1,0
2641000,1,0
2642000,1,0
2643000,1,1
2644000,1,1
2645000,1,1
2646000,1,0
2647000,1,0
2648000,0,0
2649000,0,1
2650000,0,1
2651000,0,1
2652000,0,0
2653000,0,0
2654000,0,0
2655000,0,1
2656000,0,1
2657000,0,1
2658000,0,0
2659000,0,0
2660000,0,0
2661000,0,1
2662000,0,1
2663000,0,1
2664000,1,0
2665000,1,0
2666000,1,0
2667000,1,1
2668000,1,1
2669000,1,1
2670000,1,0
2671000,1,0
2672000,1,0
2673000,1,1
2674000,1,1
2675000,1,1
2676000,1,0
2677000,1,0
2678000,1,0
2679000,1,1
2680000,1,1
2681000,1,1
2682000,1,0
2683000,1,0
2684000,1,0
2685000,1,1
2686000,1,1
2687000,1,1
2688000,0,0
2689000,0,0
2690000,0,0
2691000,0,1
2692000,0,1
2693000,0,1
2694000,0,0
2695000,0,0
2696000,1,0
2697000,1,1
2698000,1,1
2699000,1,1
2700000,1,0
2701000,1,0
2702000,1,0
2703000,1,1
2704000,1,1
2705000,1,1
2706000,1,0
2707000,1,0
2708000,1,0
2709000,1,1
2710000,1,1
2711000,1,1
2712000,0,0
2713000,0,0
2714000,0,0
2715000,0,1
2716000,0,1
2717000,0,1
2718000,0,0
2719000,0,0
2720000,1,0
2721000,1,1
2722000,1,1
2723000,1,1
2724000,1,0
2725000,1,0
2726000,1,0
2727000,1,1
2728000,0,1
2729000,0,1
2730000,0,0
2731000,0,0
2732000,0,0
2733000,0,1
2734000,0,1
2735000,0,1
2736000,1,0
2737000,1,0
2738000,1,0
2739000,1,1
2740000,1,1
2741000,1,1
2742000,1,0
2743000,1,0
2744000,1,0
2745000,1,1
2746000,1,1
2747000,1,1
2748000,1,0
2749000,1,0
2750000,1,0
2751000,1,1
2752000,0,1
2753000,0,1
2754000,0,0
2755000,0,0
2756000,0,0
2757000,0,1
2758000,0,1
2759000,0,1
2760000,1,0
2761000,1,0
2762000,1,0
2763000,1,1
2764000,1,1
2765000,1,1
2766000,1,0
2767000,1,0
2768000,1,0
2769000,1,1
2770000,1,1
2771000,1,1
2772000,1,0
2773000,1,0
2774000,1,0
2775000,1,1
2776000,1,1
2777000,1,1
2778000,1,0
2779000,1,0
2780000,1,0
2781000,1,1
2782000,1,1
2783000,1,1
2784000,0,0
2785000,0,0
2786000,0,0
2787000,0,1
2788000,0,1
2789000,0,1
2790000,0,0
2791000,0,0
2792000,1,0
2793000,1,1
2794000,1,1
2795000,1,1
2796000,1,0
2797000,1,0
2798000,1,0
2799000,1,1
2800000,0,1
2801000,0,1
2802000,0,0
2803000,0,0
2804000,0,0
2805000,0,1
2806000,0,1
2807000,0,1
2808000,1,0
2809000,1,0
2810000,1,0
2811000,1,1
2812000,1,1
2813000,1,1
2814000,1,0
2815000,1,0
2816000,1,0
2817000,1,1
2818000,1,1
2819000,1,1
2820000,1,0
2821000,1,0
2822000,1,0
2823000,1,1
2824000,1,1
2825000,1,1
2826000,1,0
2827000,1,0
2828000,1,0
2829000,1,1
2830000,1,1
2831000,1,1
2832000,1,0
2833000,1,0
2834000,1,0
2835000,1,1
2836000,1,1
2837000,1,1
2838000,1,0
2839000,1,0
2840000,1,0
2841000,1,1
2842000,1,1
2843000,1,1
2844000,1,0
2845000,1,0
2846000,1,0
2847000,1,1
2848000,0,1
2849000,0,1
2850000,0,0
2851000,0,0
2852000,0,0
2853000,0,1
2854000,0,1
2855000,0,1
2856000,1,0
2857000,1,0
2858000,1,0
2859000,1,1
2860000,1,1
2861000,1,1
2862000,1,0
2863000,1,0
2864000,1,0
2865000,1,1
2866000,1,1
2867000,1,1
2868000,1,0
2869000,1,0
2870000,1,0
2871000,1,1
2872000,1,1
2873000,1,1
2874000,1,0
2875000,1,0
2876000,1,0
2877000,1,1
2878000,1,1
2879000,1,1
2880000,1,0
2881000,1,0
2882000,1,0
2883000,1,1
2884000,1,1
2885000,1,1
2886000,1,0
2887000,1,0
2888000,1,0
2889000,1,1
2890000,1,1
2891000,1,1
2892000,1,0
2893000,1,0
2894000,1,0
2895000,1,1
2896000,1,1
2897000,1,1
2898000,1,0
2899000,1,0
2900000,1,0
2901000,1,1
2902000,1,1
2903000,1,1
2904000,1,0
2905000,1,0
2906000,1,0
2907000,1,1
2908000,1,1
2909000,1,1
2910000,1,0
2911000,1,0
2912000,1,0
2913000,1,1
2914000,1,1
2915000,1,1
2916000,1,0
2917000,1,0
2918000,1,0
2919000,1,1
2920000,1,1
2921000,1,1
2922000,1,0
2923000,1,0
2924000,1,0
2925000,1,1
2926000,1,1
2927000,1,1
2928000,1,0
2929000,1,0
2930000,1,0
2931000,1,1
2932000,1,1
2933000,1,1
2934000,1,0
2935000,1,0
2936000,1,0
2937000,1,1
2938000,1,1
2939000,1,1
2940000,1,0
2941000,1,0
2942000,1,0
2943000,1,1
2944000,1,1
2945000,1,1
2946000,1,0
2947000,1,0
2948000,1,0
2949000,1,1
2950000,1,1
2951000,1,1
2952000,1,0
2953000,1,0
2954000,1,0
2955000,1,1
2956000,1,1
2957000,1,1
2958000,1,0
2959000,1,0
2960000,1,0
2961000,1,1
2962000,1,1
2963000,1,1
2964000,1,0
2965000,1,0
2966000,1,0
2967000,1,1
2968000,1,1
2969000,1,1
2970000,1,0
2971000,1,0
2972000,1,0
2973000,1,1
2974000,1,1
2975000,1,1
